time T_d 
0.0 0.0 
0.09061791117435433 0.08308981249999903 
0.18123589201347762 0.15927506250000079 
0.271853803187832 0.22913168750000068 
0.3624717143621863 0.29318237500000066 
0.45308962553654064 0.3519115624999998 
0.543707606375664 0.4057617499999999 
0.6343254478852492 0.45513724999999994 
0.7249434287243726 0.5004100624999985 
0.8155614095634959 0.5419216250000005 
0.9061793207378503 0.5799846875000014 
0.9967973015769735 0.6148834375000014 
1.0874152824160968 0.646882999999999 
1.1780331935904513 0.6762237499999983 
1.2686511744295743 0.7031269374999987 
1.359269155268698 0.7277946250000014 
1.449887136107821 0.7504120000000007 
1.5405051169469444 0.7711505625000008 
1.6311230977860676 0.7901668750000006 
1.721740939295653 0.8076019374999994 
1.8123589201347763 0.8235893125000011 
1.9029769009738997 0.8382473124999983 
1.993594881813023 0.8516883749999984 
2.084212862652146 0.8640117499999995 
2.1748308434912693 0.8753128124999989 
2.2654486850008553 0.8856734999999993 
2.3560663871809027 0.8951740000000008 
2.446684368020026 0.9038848749999993 
2.5373020702000733 0.9118728750000002 
2.6279200510391965 0.9191970625000003 
2.718537753219244 0.9259128750000016 
2.8091554553992912 0.9320697500000001 
2.899773436238415 0.9377154999999995 
2.9903911384184623 0.9428920625000003 
3.0810091192575855 0.9476375624999989 
3.171626821437633 0.9519901249999982 
3.2622448022767565 0.9559803124999995 
3.352862504456804 0.9596386250000002 
3.443480485295927 0.9629936249999993 
3.5340981874759745 0.9660701875000015 
3.6247161683150977 0.968891124999999 
3.715333870495145 0.9714774999999989 
3.8059515726751925 0.9738483124999995 
3.896569553514316 0.9760227499999985 
3.9871872556943635 0.9780158750000005 
4.077805236533487 0.9798431249999986 
4.168422938713534 0.9815196875000005 
4.259040919552658 0.9830569999999987 
4.349658621732705 0.9844665624999998 
4.440276602571829 0.985757812500001 
4.5308945834109515 0.9869423124999983 
4.621512564250075 0.988027562500001 
4.712130545089198 0.9890231874999991 
4.802748804587397 0.9899368125000017 
4.893367064085596 0.9907741250000015 
4.983985323583795 0.9915409375000017 
5.074603025763843 0.9922447500000011 
5.165221285262042 0.9928893750000007 
5.255839544760241 0.9934806875 
5.346457246940289 0.9940242499999989 
5.437075506438488 0.9945221249999996 
5.527693765936687 0.9949779374999999 
5.618311468116735 0.9953956875000003 
5.708929727614934 0.9957790624999987 
5.799547987113133 0.9961300000000008 
5.890166246611332 0.9964523125000007 
5.9807839487913785 0.9967480000000002 
