time T_d 
0.0 0.0 
0.022654495209780825 0.0223998750000014 
0.04530899041956165 0.04429818750000081 
0.06796341596457352 0.06570625000000163 
0.09061791117435433 0.08663368750000089 
0.11327240638413516 0.1070938125000005 
0.135926901593916 0.12709424999999896 
0.1585813968036968 0.14664649999999924 
0.18123589201347762 0.165761937500001 
0.20389038722325845 0.1844482499999991 
0.22654481276827032 0.2027168125000003 
0.24919930797805115 0.2205753124999994 
0.271853803187832 0.23803518749999952 
0.29450829839761283 0.25510218750000035 
0.3171627936073936 0.27178762500000175 
0.3398172888171745 0.28809931250000176 
0.36247178402695523 0.30404662500000157 
0.3851262792367361 0.3196353750000007 
0.4077807744465169 0.33487512499999994 
0.4304352696562977 0.34977343750000145 
0.45308976486607855 0.3643379375000002 
0.47574426007585935 0.3785762499999983 
0.4983987552856402 0.392496125000001 
0.5210532504954211 0.4061050625 
0.5437077457052019 0.4194088124999986 
0.5663621712502138 0.43241312500000006 
0.5890165967952257 0.4451275000000017 
0.6116710920050065 0.4575557500000009 
0.6343255175500183 0.46970556249999973 
0.6569800127597991 0.48158456250000015 
0.679634438304811 0.4931964999999998 
0.7022888638498228 0.5045490000000008 
0.7249433590596037 0.5156478749999991 
0.7475977846046156 0.5264968749999994 
0.7702522798143964 0.5371036250000003 
0.7929067053594082 0.5474719999999991 
0.8155612005691891 0.5576076249999993 
0.838215626114201 0.5675163125000005 
0.8608701213239818 0.5772037499999989 
0.8835245468689936 0.5866737499999992 
0.9061790420787744 0.5959320000000012 
0.9288334676237863 0.6049823749999987 
0.9514878931687981 0.6138305624999987 
0.974142388378579 0.6224803749999985 
0.9967968139235909 0.6309375625000015 
1.0194513091333717 0.6392039999999994 
1.0421057346783835 0.647285437499999 
1.0647602298881644 0.6551856875000013 
1.0874146554331763 0.6629085625000002 
1.1100691506429572 0.6704597499999991 
1.1327236458527379 0.6778411875000003 
1.1553781410625188 0.6850566875000013 
1.1780326362722995 0.6921120000000016 
1.2006872011468492 0.6990089375000004 
1.223341766021399 0.7057514374999982 
1.2459963308959487 0.7123431875000001 
1.2686507564409608 0.7187862500000008 
1.2913053213155106 0.7250861875000005 
1.3139598861900603 0.7312450625000011 
1.3366143117350722 0.7372646250000017 
1.359268876609622 0.7431506874999982 
1.3819234414841717 0.7489032500000015 
