time T_d 
0.0 0.0 
0.20389038722325845 0.16935918749999956 
0.40778070478174794 0.310035687500001 
0.6116710920050065 0.4268874999999994 
0.8155614095634959 0.523948687499999 
1.0194517271219854 0.6045723125000002 
1.2233420446804748 0.6715411875000008 
1.4272322925741954 0.7271671250000011 
1.631122679797454 0.7733726250000004 
1.8350129276911746 0.8117542499999999 
2.0389033149144327 0.8436355625000012 
2.2427937021376914 0.8701171875 
2.4466840893609496 0.892112749999999 
2.6505741979251325 0.9103832499999989 
2.8544645851483907 0.9255600000000008 
3.058354972371649 0.9381656874999997 
3.262245359594908 0.9486370000000015 
3.4661354681590906 0.9573345000000018 
3.6700258553823493 0.9645595624999999 
3.8739162426056075 0.9705600624999988 
4.077806629828865 0.9755458750000017 
4.281696738393048 0.979686749999999 
4.485587404275383 0.9831256874999994 
4.689477791498642 0.9859828750000013 
4.893368178721899 0.9883556250000005 
5.097258565945158 0.9903278124999986 
5.301148395850265 0.9919643124999986 
5.505038783073524 0.9933242500000006 
5.7089291702967815 0.9944534374999989 
5.912819557520041 0.9953918749999993 
