-3.049063,0.053317,1.085045,0.233630,-0.259259,0.773626,-1.343986,-0.760937,-0.306520,281.754996,0.719486,
-2.273110,0.324418,0.481701,-0.403496,0.195115,0.201985,0.180144,-0.445491,2.851287,281.754996,0.728991,
2.597008,-0.343754,-2.783255,0.502357,-0.102313,1.062890,1.219551,-0.128396,4.509860,281.754996,0.720075,
1.438355,2.794233,-1.409917,0.193154,-0.238480,-1.120934,1.079378,-0.775348,-4.120006,281.754996,0.733170,
-3.026160,0.740450,0.758463,0.063964,0.671322,0.763365,0.665737,-2.424130,-1.566131,281.754996,0.711226,
-2.664390,-3.004079,2.066236,-0.111932,0.324497,1.321505,-4.520051,-0.277138,0.765521,281.754996,0.742192,
-2.128211,0.192184,-0.841522,0.847185,0.651584,-0.198695,-0.346239,2.211642,-0.491263,281.754996,0.730543,
-2.823732,-0.799901,-3.122600,-1.069118,0.244444,1.107693,3.001000,1.952138,0.342358,281.754996,0.735985,
2.275410,-0.643223,1.797224,-0.045782,-0.183561,-0.277928,0.570093,2.517953,-1.412043,281.754996,0.709922,
2.894507,1.980532,-1.488689,0.132719,-0.694625,-1.266027,0.775653,0.301251,-6.170014,281.754996,0.722765,
3.134038,-1.438555,0.463580,-0.377016,-0.306181,-1.027002,0.007841,0.825675,0.086154,281.754996,0.739360,
-0.073387,1.698444,1.829806,0.090815,-0.210926,1.401014,0.286078,3.173400,-0.581812,281.754996,0.712508,
1.118258,0.377938,-1.244703,-0.232664,1.079765,1.273282,-0.371376,-3.672874,0.500025,281.754996,0.714632,
-0.341066,2.424655,2.353236,-0.790657,0.673127,-0.024986,1.668902,-1.553294,3.279076,281.754996,0.701427,
-2.578437,-2.614060,1.520462,-0.001391,-0.234242,-1.510441,-0.008815,-0.089043,-0.115863,281.754996,0.711851,
3.079327,-2.382083,0.812684,-0.019249,-0.292114,-0.269191,0.460333,2.846697,-0.781057,281.754996,0.723234,
1.624396,0.010722,-2.929105,0.146037,-0.217117,1.154480,-3.964154,0.020690,-5.871771,281.754996,0.715979,
-0.721568,0.935844,-2.010446,0.217153,-0.355118,0.213973,-3.791231,0.888476,-1.951048,281.754996,0.730734,
-1.026310,-2.005177,1.313176,-0.086635,0.230558,0.002273,-0.210820,-0.921435,-0.432347,281.754996,0.730812,
-1.567715,1.567371,1.255947,0.732523,-0.515002,-0.761944,-0.041624,0.037453,-0.060220,281.754996,0.731782,
-2.909580,-3.058136,2.519278,-0.366756,0.229526,-0.692469,-0.906437,-0.277438,-5.941489,281.754996,0.741122,
1.060973,-3.003916,0.282417,-0.014982,-0.239261,-0.536006,-0.125262,-1.327550,-0.283604,281.754996,0.722831,
-2.284074,-2.582088,1.487539,-0.075289,-0.451624,1.030202,-0.071593,-1.035124,-0.561297,281.754996,0.697293,
1.927997,2.257297,2.399816,0.090037,-0.244707,0.412504,1.286615,-1.254684,3.353262,281.754996,0.722061,
1.081422,-1.318384,-2.678638,-0.497106,-0.104275,0.544367,0.063691,-0.653984,0.692416,281.754996,0.696900,
1.662110,0.521843,-2.647950,-0.420987,-0.965111,-0.453082,-0.002276,0.121393,-0.050513,281.754996,0.733361,
1.956667,2.932422,0.010970,-0.478079,-0.680734,-1.879858,-1.624280,-2.687167,-0.106942,281.754996,0.712232,
1.046863,-0.756160,0.786616,-0.018617,0.056963,2.126015,-0.002287,2.719274,0.004541,281.754996,0.715381,
-2.673414,2.744694,2.649775,0.102235,0.376749,0.639404,0.174165,-0.073152,-3.642375,281.754996,0.735261,
-0.420303,1.513541,0.261312,-0.063962,0.499962,-0.167338,-0.576364,1.063849,-1.149359,281.754996,0.751449,
-1.654237,1.732294,-2.554335,-0.508751,-0.324769,-0.929630,-0.428273,0.208048,4.430400,281.754996,0.727452,
-0.947297,-1.066175,-1.407458,-0.841280,0.076843,-0.185071,0.693621,-0.127934,-2.600721,281.754996,0.728422,
-1.256970,1.179513,-0.850579,0.448040,-0.462430,-0.254632,-2.255503,1.298639,-3.019428,281.754996,0.718916,
1.191064,-2.581415,-3.081943,0.066426,0.964182,0.602446,-0.225409,4.442088,-0.081546,281.754996,0.722224,
