time d2 
0.0 1.0 
0.9000002460079067 0.9964863636363637 
1.80000018450593 0.9929736363636362 
2.700000430513837 0.9894609090909089 
3.60000036901186 0.9859481818181818 
4.500000307509883 0.9824354545454544 
5.400000246007907 0.9789227272727272 
6.299999876996046 0.9754099999999999 
7.200000123003954 0.9718972727272726 
8.099999753992094 0.9683845454545454 
9.0 0.964871818181818 
9.900000246007908 0.9613599999999999 
10.800000492015814 0.9578472727272725 
11.699999507984186 0.9543354545454544 
12.599999753992092 0.9508227272727273 
13.5 0.947310909090909 
14.400000246007908 0.9437981818181818 
15.29999926197628 0.9402863636363636 
16.199999507984188 0.9367745454545453 
17.099999753992094 0.9332627272727272 
18.0 0.9297509090909091 
18.899999015968373 0.926239090909091 
19.800000492015815 0.9227272727272726 
20.70000073802372 0.9192154545454544 
21.600000984031627 0.9157036363636363 
22.500001230039533 0.9121918181818182 
23.399999015968373 0.908680909090909 
24.299999261976282 0.9051690909090908 
25.199999507984185 0.9016581818181818 
26.099999753992094 0.8981463636363636 
27.0 0.8946354545454545 
27.900000246007906 0.8911236363636363 
28.800000492015815 0.8876127272727272 
29.700000738023718 0.8841018181818181 
30.59999852395256 0.880590909090909 
31.499998769960467 0.8770799999999999 
32.399999015968376 0.8735690909090907 
33.29999926197628 0.8700581818181817 
34.19999950798419 0.8665472727272726 
35.099999753992094 0.8630372727272726 
36.0 0.8595263636363635 
36.89999778592884 0.8560163636363636 
37.799998031936745 0.8525054545454545 
38.69999827794466 0.8489954545454546 
39.60000098403163 0.8454854545454545 
40.5000036901186 0.8419745454545454 
41.400006396205576 0.8384645454545454 
42.30000664221348 0.8349545454545454 
43.20001180837952 0.8314445454545454 
44.10001205438743 0.8279345454545454 
45.00001230039534 0.8244254545454545 
45.90001746656138 0.8209154545454544 
46.800017712569286 0.8174054545454544 
47.700022878735325 0.8138963636363636 
48.60002312474323 0.8103863636363636 
49.50002829090927 0.8068772727272727 
50.400028536917176 0.8033681818181817 
51.30002878292509 0.7998590909090908 
52.20003394909113 0.79635 
53.100034195099035 0.7928409090909091 
54.000039361265074 0.7893318181818181 
54.90003960727298 0.7858227272727272 
55.80003985328088 0.7823136363636363 
56.70004501944693 0.7788054545454545 
57.60004526545484 0.7752963636363636 
58.50005043162088 0.7717881818181818 
59.40005067762878 0.76828 
60.30005092363668 0.7647709090909091 
61.20005608980273 0.7612627272727273 
62.10005633581063 0.7577545454545453 
63.00006150197668 0.7542463636363637 
63.90006174798458 0.7507390909090909 
64.80006199399249 0.747230909090909 
65.70006716015854 0.7437236363636364 
66.60006740616643 0.7402154545454545 
67.50007257233248 0.7367081818181818 
68.40007281834038 0.7332 
69.30007798450643 0.7296927272727272 
70.20007823051432 0.7261854545454545 
71.10007847652224 0.7226781818181818 
72.00008364268827 0.7191718181818182 
72.90008388869619 0.7156645454545454 
73.80008905486223 0.7121572727272727 
74.70008930087013 0.708650909090909 
75.60008954687804 0.7051445454545454 
76.50009471304408 0.7016372727272726 
77.40009495905198 0.698130909090909 
78.30010012521802 0.6946245454545453 
