time T_d d2 
173.826976 282.353392 0.86416 
173.877792 282.353392 0.864091 
173.928608 282.353392 0.864022 
173.979408 282.353392 0.863953 
174.030224 282.353392 0.863884 
174.08104 282.353392 0.863815 
174.131856 282.353392 0.863746 
174.182656 282.353392 0.863677 
174.233472 282.353392 0.863608 
174.284288 282.353392 0.863539 
174.335104 282.353392 0.86347 
174.385904 282.353392 0.863401 
174.43672 282.353392 0.863332 
174.487536 282.353392 0.863263 
174.538352 282.353392 0.863194 
174.589152 282.353392 0.863125 
174.639968 282.353392 0.863056 
174.690784 282.353392 0.862987 
174.7416 282.353392 0.862918 
174.7924 282.353392 0.862849 
174.843216 282.353392 0.86278 
174.894032 282.353392 0.862711 
174.944832 282.353392 0.862642 
174.995648 282.353392 0.862573 
175.046464 282.353392 0.862504 
175.09728 282.353392 0.862435 
175.14808 282.353392 0.862366 
175.198896 282.353392 0.862297 
175.249712 282.353392 0.862228 
175.300528 282.353392 0.862159 
175.351328 282.353392 0.86209 
175.402144 282.353392 0.862021 
175.45296 282.353392 0.861952 
175.503776 282.353392 0.861883 
175.554576 282.353392 0.861814 
175.605392 282.353392 0.861745 
175.656208 282.353392 0.861676 
175.707008 282.353392 0.861607 
175.757824 282.353392 0.861538 
175.80864 282.353392 0.861469 
175.859456 282.353392 0.8614 
175.910256 282.353392 0.861331 
175.961072 282.353392 0.861262 
176.011888 282.353392 0.861193 
176.062704 282.353392 0.861124 
176.113504 282.353392 0.861055 
176.16432 282.353392 0.860986 
176.215136 282.353392 0.860917 
176.265952 282.353392 0.860848 
176.316752 282.353392 0.860779 
176.367568 282.353392 0.86071 
176.418384 282.353392 0.860641 
176.4692 282.353392 0.860572 
176.52 282.353392 0.860503 
176.570816 282.353392 0.860434 
176.621632 282.353392 0.860365 
176.672432 282.353392 0.860296 
176.723248 282.353392 0.860227 
176.774064 282.353392 0.860158 
176.82488 282.353392 0.860089 
176.87568 282.353392 0.86002 
176.926496 282.353392 0.859951 
176.977312 282.353392 0.859882 
177.028128 282.353392 0.859813 
177.078928 282.353392 0.859744 
177.129744 282.353392 0.859675 
177.18056 282.353392 0.859606 
177.231376 282.353392 0.859537 
177.282176 282.353392 0.859468 
177.332992 282.353392 0.859399 
177.383808 282.353392 0.85933 
177.434624 282.353392 0.859261 
177.485424 282.353392 0.859192 
177.53624 282.353392 0.859123 
177.587056 282.353392 0.859054 
177.637856 282.353392 0.858985 
177.688672 282.353392 0.858916 
177.739488 282.353392 0.858847 
177.790304 282.353392 0.858778 
177.841104 282.353392 0.858709 
177.89192 282.353392 0.85864 
177.942736 282.353392 0.858571 
177.993552 282.353392 0.858502 
178.044352 282.353392 0.858433 
178.095168 282.353392 0.858364 
178.145984 282.353392 0.858295 
178.1968 282.353392 0.858226 
178.2476 282.353392 0.858157 
178.298416 282.353392 0.858088 
178.349232 282.353392 0.858019 
178.400032 282.353392 0.85795 
178.450848 282.353392 0.857881 
178.501664 282.353392 0.857812 
178.55248 282.353392 0.857743 
178.60328 282.353392 0.857674 
178.654096 282.353392 0.857605 
178.704912 282.353392 0.857536 
178.755728 282.353392 0.857467 
178.806528 282.353392 0.857398 
178.857344 282.353392 0.857329 
178.90816 282.353392 0.85726 
178.958976 282.353392 0.857191 
179.009776 282.353392 0.857122 
179.060592 282.353392 0.857053 
179.111408 282.353392 0.856984 
179.162224 282.353392 0.856915 
179.213024 282.353392 0.856846 
179.26384 282.353392 0.856777 
179.314656 282.353392 0.856708 
179.365456 282.353392 0.856639 
179.416272 282.353392 0.85657 
179.467088 282.353392 0.856501 
179.517904 282.353392 0.856432 
179.568704 282.353392 0.856363 
179.61952 282.353392 0.856294 
179.670336 282.353392 0.856225 
179.721152 282.353392 0.856156 
179.771952 282.353392 0.856087 
179.822768 282.353392 0.856018 
179.873584 282.353392 0.855949 
179.9244 282.353392 0.85588 
179.9752 282.353392 0.855811 
180.026016 282.353392 0.855742 
180.076832 282.353392 0.855673 
180.127632 282.353392 0.855604 
180.178448 282.353392 0.855535 
180.229264 282.353392 0.855466 
180.28008 282.353392 0.855397 
180.33088 282.353392 0.855328 
180.381696 282.353392 0.855259 
180.432512 282.353392 0.85519 
180.483328 282.353392 0.855121 
180.534128 282.353392 0.855052 
180.584944 282.353392 0.854983 
180.63576 282.353392 0.854914 
180.686576 282.353392 0.854845 
180.737376 282.353392 0.854776 
180.788192 282.353392 0.854707 
180.839008 282.353392 0.854638 
180.889824 282.353392 0.854569 
180.940624 282.353392 0.8545 
180.99144 282.353392 0.854431 
181.042256 282.353392 0.854362 
181.093056 282.353392 0.854293 
181.143872 282.353392 0.854224 
181.194688 282.353392 0.854155 
181.245504 282.353392 0.854086 
181.296304 282.353392 0.854017 
181.34712 282.353392 0.853948 
181.397936 282.353392 0.853879 
181.448752 282.353392 0.85381 
181.499552 282.353392 0.853741 
181.550368 282.353392 0.853672 
181.601184 282.353392 0.853603 
181.652 282.353392 0.853534 
181.7028 282.353392 0.853465 
181.753616 282.353392 0.853396 
181.804432 282.353392 0.853327 
181.855232 282.353392 0.853258 
181.906048 282.353392 0.853189 
181.956864 282.353392 0.85312 
182.00768 282.353392 0.853051 
182.05848 282.353392 0.852982 
182.109296 282.353392 0.852913 
182.160112 282.353392 0.852844 
182.210928 282.353392 0.852775 
182.261728 282.353392 0.852706 
182.312544 282.353392 0.852637 
182.36336 282.353392 0.852568 
182.414176 282.353392 0.852499 
182.464976 282.353392 0.85243 
182.515792 282.353392 0.852361 
182.566608 282.353392 0.852292 
182.617424 282.353392 0.852223 
182.668224 282.353392 0.852154 
182.71904 282.353392 0.852085 
182.769856 282.353392 0.852016 
182.820656 282.353392 0.851947 
182.871472 282.353392 0.851878 
182.922288 282.353392 0.851809 
182.973104 282.353392 0.85174 
183.023904 282.353392 0.851671 
183.07472 282.353392 0.851602 
183.125536 282.353392 0.851533 
183.176352 282.353392 0.851464 
183.227152 282.353392 0.851395 
183.277968 282.353392 0.851326 
183.328784 282.353392 0.851257 
183.3796 282.353392 0.851188 
183.4304 282.353392 0.851119 
183.481216 282.353392 0.85105 
183.532032 282.353392 0.850981 
183.582832 282.353392 0.850912 
183.633648 282.353392 0.850843 
183.684464 282.353392 0.850774 
183.73528 282.353392 0.850705 
183.78608 282.353392 0.850636 
183.836896 282.353392 0.850567 
183.887712 282.353392 0.850498 
183.938528 282.353392 0.850429 
183.989328 282.353392 0.85036 
184.040144 282.353392 0.850291 
184.09096 282.353392 0.850222 
184.141776 282.353392 0.850153 
184.192576 282.353392 0.850084 
184.243392 282.353392 0.850015 
184.294208 282.353392 0.849946 
184.345024 282.353392 0.849877 
184.395824 282.353392 0.849808 
184.44664 282.353392 0.849739 
184.497456 282.353392 0.84967 
184.548256 282.353392 0.8496 
184.599072 282.353392 0.849531 
184.649888 282.353392 0.849462 
184.700704 282.353392 0.849393 
184.751504 282.353392 0.849324 
184.80232 282.353392 0.849255 
184.853136 282.353392 0.849186 
184.903952 282.353392 0.849117 
184.954752 282.353392 0.849048 
185.005568 282.353392 0.848979 
185.056384 282.353392 0.84891 
185.1072 282.353392 0.848841 
185.158 282.353392 0.848772 
185.208816 282.353392 0.848703 
185.259632 282.353392 0.848634 
185.310448 282.353392 0.848565 
185.361248 282.353392 0.848496 
185.412064 282.353392 0.848427 
185.46288 282.353392 0.848358 
185.51368 282.353392 0.848289 
185.564496 282.353392 0.84822 
185.615312 282.353392 0.848151 
185.666128 282.353392 0.848082 
185.716928 282.353392 0.848013 
185.767744 282.353392 0.847944 
185.81856 282.353392 0.847875 
185.869376 282.353392 0.847806 
185.920176 282.353392 0.847737 
185.970992 282.353392 0.847668 
186.021808 282.353392 0.847599 
186.072624 282.353392 0.84753 
186.123424 282.353392 0.847461 
186.17424 282.353392 0.847392 
186.225056 282.353392 0.847323 
186.275856 282.353392 0.847254 
186.326672 282.353392 0.847185 
186.377488 282.353392 0.847116 
186.428304 282.353392 0.847047 
186.479104 282.353392 0.846978 
186.52992 282.353392 0.846909 
186.580736 282.353392 0.84684 
186.631552 282.353392 0.846771 
186.682352 282.353392 0.846702 
186.733168 282.353392 0.846633 
186.783984 282.353392 0.846564 
186.8348 282.353392 0.846495 
186.8856 282.353392 0.846426 
186.936416 282.353392 0.846357 
186.987232 282.353392 0.846288 
187.038048 282.353392 0.846219 
187.088848 282.353392 0.84615 
187.139664 282.353392 0.846081 
187.19048 282.353392 0.846012 
187.24128 282.353392 0.845943 
187.292096 282.353392 0.845874 
187.342912 282.353392 0.845805 
187.393728 282.353392 0.845736 
187.444528 282.353392 0.845667 
187.495344 282.353392 0.845598 
187.54616 282.353392 0.845529 
187.596976 282.353392 0.84546 
187.647776 282.353392 0.845391 
187.698592 282.353392 0.845322 
187.749408 282.353392 0.845253 
187.800224 282.353392 0.845184 
187.851024 282.353392 0.845115 
187.90184 282.353392 0.845046 
187.952656 282.353392 0.844977 
188.003456 282.353392 0.844908 
188.054272 282.353392 0.844839 
188.105088 282.353392 0.84477 
188.155904 282.353392 0.844701 
188.206704 282.353392 0.844632 
188.25752 282.353392 0.844563 
188.308336 282.353392 0.844494 
188.359152 282.353392 0.844425 
188.409952 282.353392 0.844356 
188.460768 282.353392 0.844287 
188.511584 282.353392 0.844218 
188.5624 282.353392 0.844149 
188.6132 282.353392 0.84408 
188.664016 282.353392 0.844011 
188.714832 282.353392 0.843942 
188.765648 282.353392 0.843873 
188.816448 282.353392 0.843804 
188.867264 282.353392 0.843735 
188.91808 282.353392 0.843666 
188.96888 282.353392 0.843597 
189.019696 282.353392 0.843528 
189.070512 282.353392 0.843459 
189.121328 282.353392 0.84339 
189.172128 282.353392 0.843321 
189.222944 282.353392 0.843252 
189.27376 282.353392 0.843183 
189.324576 282.353392 0.843114 
189.375376 282.353392 0.843045 
189.426192 282.353392 0.842976 
189.477008 282.353392 0.842907 
189.527824 282.353392 0.842838 
189.578624 282.353392 0.842769 
189.62944 282.353392 0.8427 
189.680256 282.353392 0.842631 
189.731056 282.353392 0.842562 
189.781872 282.353392 0.842493 
189.832688 282.353392 0.842424 
189.883504 282.353392 0.842355 
189.934304 282.353392 0.842286 
189.98512 282.353392 0.842217 
190.035936 282.353392 0.842148 
190.086752 282.353392 0.842079 
190.137552 282.353392 0.84201 
190.188368 282.353392 0.841941 
190.239184 282.353392 0.841872 
190.29 282.353392 0.841803 
190.3408 282.353392 0.841734 
190.391616 282.353392 0.841665 
190.442432 282.353392 0.841596 
190.493248 282.353392 0.841527 
190.544048 282.353392 0.841458 
190.594864 282.353392 0.841389 
190.64568 282.353392 0.84132 
190.69648 282.353392 0.841251 
190.747296 282.353392 0.841182 
190.798112 282.353392 0.841113 
190.848928 282.353392 0.841044 
190.899728 282.353392 0.840975 
190.950544 282.353392 0.840906 
191.00136 282.353392 0.840837 
191.052176 282.353392 0.840768 
191.102976 282.353392 0.840699 
191.153792 282.353392 0.84063 
191.204608 282.353392 0.840561 
191.255424 282.353392 0.840492 
191.306224 282.353392 0.840423 
191.35704 282.353392 0.840354 
191.407856 282.353392 0.840285 
191.458656 282.353392 0.840216 
191.509472 282.353392 0.840147 
191.560288 282.353392 0.840078 
191.611104 282.353392 0.840009 
191.661904 282.353392 0.83994 
191.71272 282.353392 0.839871 
191.763536 282.353392 0.839802 
191.814352 282.353392 0.839733 
191.865152 282.353392 0.839664 
191.915968 282.353392 0.839595 
191.966784 282.353392 0.839526 
192.0176 282.353392 0.839457 
192.0684 282.353392 0.839388 
192.119216 282.353392 0.839319 
192.170032 282.353392 0.83925 
192.220848 282.353392 0.839181 
192.271648 282.353392 0.839112 
192.322464 282.353392 0.839043 
192.37328 282.353392 0.838974 
192.42408 282.353392 0.838905 
192.474896 282.353392 0.838836 
192.525712 282.353392 0.838767 
192.576528 282.353392 0.838698 
192.627328 282.353392 0.838629 
192.678144 282.353392 0.83856 
192.72896 282.353392 0.838491 
192.779776 282.353392 0.838422 
192.830576 282.353392 0.838353 
192.881392 282.353392 0.838284 
192.932208 282.353392 0.838215 
192.983024 282.353392 0.838146 
193.033824 282.353392 0.838077 
193.08464 282.353392 0.838008 
193.135456 282.353392 0.837939 
193.186272 282.353392 0.83787 
193.237072 282.353392 0.837801 
193.287888 282.353392 0.837732 
193.338704 282.353392 0.837663 
193.389504 282.353392 0.837594 
193.44032 282.353392 0.837525 
193.491136 282.353392 0.837456 
193.541952 282.353392 0.837387 
193.592752 282.353392 0.837318 
193.643568 282.353392 0.837249 
193.694384 282.353392 0.83718 
193.7452 282.353392 0.837111 
193.796 282.353392 0.837042 
193.846816 282.353392 0.836973 
193.897632 282.353392 0.836904 
193.948448 282.353392 0.836835 
193.999248 282.353392 0.836766 
194.050064 282.353392 0.836697 
194.10088 282.353392 0.836628 
194.15168 282.353392 0.836559 
194.202496 282.353392 0.83649 
194.253312 282.353392 0.836421 
194.304128 282.353392 0.836352 
194.354928 282.353392 0.836283 
194.405744 282.353392 0.836214 
194.45656 282.353392 0.836145 
194.507376 282.353392 0.836076 
194.558176 282.353392 0.836007 
194.608992 282.353392 0.835938 
194.659808 282.353392 0.835869 
194.710624 282.353392 0.8358 
194.761424 282.353392 0.835731 
194.81224 282.353392 0.835662 
194.863056 282.353392 0.835593 
194.913872 282.353392 0.835524 
194.964672 282.353392 0.835455 
195.015488 282.353392 0.835386 
195.066304 282.353392 0.835317 
195.117104 282.353392 0.835248 
195.16792 282.353392 0.835179 
195.218736 282.353392 0.83511 
195.269552 282.353392 0.835041 
195.320352 282.353392 0.834972 
195.371168 282.353392 0.834903 
195.421984 282.353392 0.834834 
195.4728 282.353392 0.834765 
195.5236 282.353392 0.834696 
195.574416 282.353392 0.834627 
195.625232 282.353392 0.834558 
195.676048 282.353392 0.834489 
195.726848 282.353392 0.83442 
195.777664 282.353392 0.834351 
195.82848 282.353392 0.834282 
195.87928 282.353392 0.834213 
195.930096 282.353392 0.834144 
195.980912 282.353392 0.834075 
196.031728 282.353392 0.834006 
196.082528 282.353392 0.833937 
196.133344 282.353392 0.833868 
196.18416 282.353392 0.833799 
196.234976 282.353392 0.83373 
196.285776 282.353392 0.833661 
196.336592 282.353392 0.833592 
196.387408 282.353392 0.833523 
196.438224 282.353392 0.833454 
196.489024 282.353392 0.833385 
196.53984 282.353392 0.833316 
196.590656 282.353392 0.833247 
196.641472 282.353392 0.833178 
196.692272 282.353392 0.833109 
196.743088 282.353392 0.83304 
196.793904 282.353392 0.832971 
196.844704 282.353392 0.832902 
196.89552 282.353392 0.832833 
196.946336 282.353392 0.832764 
196.997152 282.353392 0.832695 
197.047952 282.353392 0.832626 
197.098768 282.353392 0.832557 
197.149584 282.353392 0.832488 
197.2004 282.353392 0.832419 
197.2512 282.353392 0.83235 
197.302016 282.353392 0.832281 
197.352832 282.353392 0.832212 
197.403648 282.353392 0.832143 
197.454448 282.353392 0.832074 
197.505264 282.353392 0.832005 
197.55608 282.353392 0.831936 
197.60688 282.353392 0.831867 
197.657696 282.353392 0.831798 
197.708512 282.353392 0.831729 
197.759328 282.353392 0.83166 
197.810128 282.353392 0.831591 
197.860944 282.353392 0.831522 
197.91176 282.353392 0.831453 
197.962576 282.353392 0.831384 
198.013376 282.353392 0.831315 
198.064192 282.353392 0.831246 
198.115008 282.353392 0.831177 
198.165824 282.353392 0.831108 
198.216624 282.353392 0.831039 
198.26744 282.353392 0.83097 
198.318256 282.353392 0.830901 
198.369072 282.353392 0.830832 
198.419872 282.353392 0.830763 
198.470688 282.353392 0.830694 
198.521504 282.353392 0.830625 
198.572304 282.353392 0.830556 
198.62312 282.353392 0.830487 
198.673936 282.353392 0.830418 
198.724752 282.353392 0.830349 
198.775552 282.353392 0.83028 
198.826368 282.353392 0.830211 
198.877184 282.353392 0.830142 
198.928 282.353392 0.830073 
198.9788 282.353392 0.830004 
199.029616 282.353392 0.829935 
199.080432 282.353392 0.829866 
199.131248 282.353392 0.829797 
199.182048 282.353392 0.829728 
199.232864 282.353392 0.829659 
199.28368 282.353392 0.82959 
199.33448 282.353392 0.829521 
199.385296 282.353392 0.829452 
199.436112 282.353392 0.829383 
199.486928 282.353392 0.829313 
199.537728 282.353392 0.829244 
199.588544 282.353392 0.829175 
199.63936 282.353392 0.829106 
199.690176 282.353392 0.829037 
199.740976 282.353392 0.828968 
199.791792 282.353392 0.828899 
199.842608 282.353392 0.82883 
199.893424 282.353392 0.828761 
199.944224 282.353392 0.828692 
199.99504 282.353392 0.828623 
200.045856 282.353392 0.828554 
200.096672 282.353392 0.828485 
200.147472 282.353392 0.828416 
200.198288 282.353392 0.828347 
200.249104 282.353392 0.828278 
200.299904 282.353392 0.828209 
200.35072 282.353392 0.82814 
200.401536 282.353392 0.828071 
200.452352 282.353392 0.828002 
200.503152 282.353392 0.827933 
200.553968 282.353392 0.827864 
200.604784 282.353392 0.827795 
200.6556 282.353392 0.827726 
200.7064 282.353392 0.827657 
200.757216 282.353392 0.827588 
200.808032 282.353392 0.827519 
200.858848 282.353392 0.82745 
200.909648 282.353392 0.827381 
200.960464 282.353392 0.827312 
201.01128 282.353392 0.827243 
201.062096 282.353392 0.827174 
201.112896 282.353392 0.827105 
201.163712 282.353392 0.827036 
201.214528 282.353392 0.826967 
201.265328 282.353392 0.826898 
201.316144 282.353392 0.826829 
201.36696 282.353392 0.82676 
201.417776 282.353392 0.826691 
201.468576 282.353392 0.826622 
201.519392 282.353392 0.826553 
201.570208 282.353392 0.826484 
201.621024 282.353392 0.826415 
201.671824 282.353392 0.826346 
201.72264 282.353392 0.826277 
201.773456 282.353392 0.826208 
201.824272 282.353392 0.826139 
201.875072 282.353392 0.82607 
201.925888 282.353392 0.826001 
201.976704 282.353392 0.825932 
202.027504 282.353392 0.825863 
202.07832 282.353392 0.825794 
202.129136 282.353392 0.825725 
202.179952 282.353392 0.825656 
202.230752 282.353392 0.825587 
202.281568 282.353392 0.825518 
202.332384 282.353392 0.825449 
202.3832 282.353392 0.82538 
202.434 282.353392 0.825311 
202.484816 282.353392 0.825242 
202.535632 282.353392 0.825173 
202.586448 282.353392 0.825104 
202.637248 282.353392 0.825035 
202.688064 282.353392 0.824966 
202.73888 282.353392 0.824897 
202.789696 282.353392 0.824828 
202.840496 282.353392 0.824759 
202.891312 282.353392 0.82469 
202.942128 282.353392 0.824621 
202.992928 282.353392 0.824552 
203.043744 282.353392 0.824483 
203.09456 282.353392 0.824414 
203.145376 282.353392 0.824345 
203.196176 282.353392 0.824276 
203.246992 282.353392 0.824207 
203.297808 282.353392 0.824138 
203.348624 282.353392 0.824069 
203.399424 282.353392 0.824 
203.45024 282.353392 0.823931 
203.501056 282.353392 0.823862 
203.551872 282.353392 0.823793 
203.602672 282.353392 0.823724 
203.653488 282.353392 0.823655 
203.704304 282.353392 0.823586 
203.755104 282.353392 0.823517 
203.80592 282.353392 0.823448 
203.856736 282.353392 0.823379 
203.907552 282.353392 0.82331 
203.958352 282.353392 0.823241 
204.009168 282.353392 0.823172 
204.059984 282.353392 0.823103 
204.1108 282.353392 0.823034 
204.1616 282.353392 0.822965 
204.212416 282.353392 0.822896 
204.263232 282.353392 0.822827 
204.314048 282.353392 0.822758 
204.364848 282.353392 0.822689 
204.415664 282.353392 0.82262 
204.46648 282.353392 0.822551 
204.517296 282.353392 0.822482 
204.568096 282.353392 0.822413 
204.618912 282.353392 0.822344 
204.669728 282.353392 0.822275 
204.720528 282.353392 0.822206 
204.771344 282.353392 0.822137 
204.82216 282.353392 0.822068 
204.872976 282.353392 0.821999 
204.923776 282.353392 0.82193 
204.974592 282.353392 0.821861 
205.025408 282.353392 0.821792 
205.076224 282.353392 0.821723 
205.127024 282.353392 0.821654 
205.17784 282.353392 0.821585 
205.228656 282.353392 0.821516 
205.279472 282.353392 0.821447 
205.330272 282.353392 0.821378 
205.381088 282.353392 0.821309 
205.431904 282.353392 0.82124 
205.482704 282.353392 0.821171 
205.53352 282.353392 0.821102 
205.584336 282.353392 0.821033 
205.635152 282.353392 0.820964 
205.685952 282.353392 0.820895 
205.736768 282.353392 0.820826 
205.787584 282.353392 0.820757 
205.8384 282.353392 0.820688 
205.8892 282.353392 0.820619 
205.940016 282.353392 0.82055 
205.990832 282.353392 0.820481 
206.041648 282.353392 0.820412 
206.092448 282.353392 0.820343 
206.143264 282.353392 0.820274 
206.19408 282.353392 0.820205 
206.244896 282.353392 0.820136 
206.295696 282.353392 0.820067 
206.346512 282.353392 0.819998 
206.397328 282.353392 0.819929 
206.448128 282.353392 0.81986 
206.498944 282.353392 0.819791 
206.54976 282.353392 0.819722 
206.600576 282.353392 0.819653 
206.651376 282.353392 0.819584 
206.702192 282.353392 0.819515 
206.753008 282.353392 0.819446 
206.803824 282.353392 0.819377 
206.854624 282.353392 0.819308 
206.90544 282.353392 0.819239 
206.956256 282.353392 0.81917 
207.007072 282.353392 0.819101 
207.057872 282.353392 0.819032 
207.108688 282.353392 0.818963 
207.159504 282.353392 0.818894 
207.210304 282.353392 0.818825 
207.26112 282.353392 0.818756 
207.311936 282.353392 0.818687 
207.362752 282.353392 0.818618 
207.413552 282.353392 0.818549 
207.464368 282.353392 0.81848 
207.515184 282.353392 0.818411 
207.566 282.353392 0.818342 
207.6168 282.353392 0.818273 
207.667616 282.353392 0.818204 
207.718432 282.353392 0.818135 
207.769248 282.353392 0.818066 
207.820048 282.353392 0.817997 
207.870864 282.353392 0.817928 
207.92168 282.353392 0.817859 
207.972496 282.353392 0.81779 
208.023296 282.353392 0.817721 
208.074112 282.353392 0.817652 
208.124928 282.353392 0.817583 
208.175728 282.353392 0.817514 
208.226544 282.353392 0.817445 
208.27736 282.353392 0.817376 
208.328176 282.353392 0.817307 
208.378976 282.353392 0.817238 
208.429792 282.353392 0.817169 
208.480608 282.353392 0.8171 
208.531424 282.353392 0.817031 
208.582224 282.353392 0.816962 
208.63304 282.353392 0.816893 
208.683856 282.353392 0.816824 
208.734672 282.353392 0.816755 
208.785472 282.353392 0.816686 
208.836288 282.353392 0.816617 
208.887104 282.353392 0.816548 
208.937904 282.353392 0.816479 
208.98872 282.353392 0.81641 
209.039536 282.353392 0.816341 
209.090352 282.353392 0.816272 
209.141152 282.353392 0.816203 
209.191968 282.353392 0.816134 
209.242784 282.353392 0.816065 
209.2936 282.353392 0.815996 
209.3444 282.353392 0.815927 
209.395216 282.353392 0.815858 
209.446032 282.353392 0.815789 
209.496848 282.353392 0.81572 
209.547648 282.353392 0.815651 
209.598464 282.353392 0.815582 
209.64928 282.353392 0.815513 
209.700096 282.353392 0.815444 
209.750896 282.353392 0.815375 
209.801712 282.353392 0.815306 
209.852528 282.353392 0.815237 
209.903328 282.353392 0.815168 
209.954144 282.353392 0.815099 
210.00496 282.353392 0.81503 
210.055776 282.353392 0.814961 
210.106576 282.353392 0.814892 
210.157392 282.353392 0.814823 
210.208208 282.353392 0.814754 
210.259024 282.353392 0.814685 
210.309824 282.353392 0.814616 
210.36064 282.353392 0.814547 
210.411456 282.353392 0.814478 
210.462272 282.353392 0.814409 
210.513072 282.353392 0.81434 
210.563888 282.353392 0.814271 
210.614704 282.353392 0.814202 
210.66552 282.353392 0.814133 
210.71632 282.353392 0.814064 
210.767136 282.353392 0.813995 
210.817952 282.353392 0.813926 
210.868752 282.353392 0.813857 
210.919568 282.353392 0.813788 
210.970384 282.353392 0.813719 
211.0212 282.353392 0.81365 
211.072 282.353392 0.813581 
211.122816 282.353392 0.813512 
211.173632 282.353392 0.813443 
211.224448 282.353392 0.813374 
211.275248 282.353392 0.813305 
211.326064 282.353392 0.813236 
211.37688 282.353392 0.813167 
211.427696 282.353392 0.813098 
211.478496 282.353392 0.813029 
211.529312 282.353392 0.81296 
211.580128 282.353392 0.812891 
211.630928 282.353392 0.812822 
211.681744 282.353392 0.812753 
211.73256 282.353392 0.812684 
211.783376 282.353392 0.812615 
211.834176 282.353392 0.812546 
211.884992 282.353392 0.812477 
211.935808 282.353392 0.812408 
211.986624 282.353392 0.812339 
212.037424 282.353392 0.81227 
212.08824 282.353392 0.812201 
212.139056 282.353392 0.812132 
212.189872 282.353392 0.812063 
212.240672 282.353392 0.811994 
212.291488 282.353392 0.811925 
212.342304 282.353392 0.811856 
212.39312 282.353392 0.811787 
212.44392 282.353392 0.811718 
212.494736 282.353392 0.811649 
212.545552 282.353392 0.81158 
212.596352 282.353392 0.811511 
212.647168 282.353392 0.811442 
212.697984 282.353392 0.811373 
212.7488 282.353392 0.811304 
212.7996 282.353392 0.811235 
212.850416 282.353392 0.811166 
212.901232 282.353392 0.811097 
212.952048 282.353392 0.811028 
213.002848 282.353392 0.810959 
213.053664 282.353392 0.81089 
213.10448 282.353392 0.810821 
213.155296 282.353392 0.810752 
213.206096 282.353392 0.810683 
213.256912 282.353392 0.810614 
213.307728 282.353392 0.810545 
213.358528 282.353392 0.810476 
213.409344 282.353392 0.810407 
213.46016 282.353392 0.810338 
213.510976 282.353392 0.810269 
213.561776 282.353392 0.8102 
213.612592 282.353392 0.810131 
213.663408 282.353392 0.810062 
213.714224 282.353392 0.809993 
213.765024 282.353392 0.809924 
213.81584 282.353392 0.809855 
213.866656 282.353392 0.809786 
213.917472 282.353392 0.809717 
213.968272 282.353392 0.809648 
214.019088 282.353392 0.809579 
214.069904 282.353392 0.80951 
214.12072 282.353392 0.809441 
214.17152 282.353392 0.809372 
214.222336 282.353392 0.809303 
214.273152 282.353392 0.809234 
214.323952 282.353392 0.809165 
214.374768 282.353392 0.809096 
214.425584 282.353392 0.809027 
214.4764 282.353392 0.808958 
214.5272 282.353392 0.808889 
214.578016 282.353392 0.80882 
214.628832 282.353392 0.808751 
214.679648 282.353392 0.808682 
214.730448 282.353392 0.808613 
214.781264 282.353392 0.808544 
214.83208 282.353392 0.808475 
214.882896 282.353392 0.808406 
214.933696 282.353392 0.808337 
214.984512 282.353392 0.808268 
215.035328 282.353392 0.808199 
215.086128 282.353392 0.80813 
215.136944 282.353392 0.808061 
215.18776 282.353392 0.807992 
215.238576 282.353392 0.807923 
215.289376 282.353392 0.807854 
215.340192 282.353392 0.807784 
215.391008 282.353392 0.807715 
215.441824 282.353392 0.807646 
215.492624 282.353392 0.807577 
215.54344 282.353392 0.807508 
215.594256 282.353392 0.807439 
215.645072 282.353392 0.80737 
215.695872 282.353392 0.807301 
215.746688 282.353392 0.807232 
215.797504 282.353392 0.807163 
215.84832 282.353392 0.807094 
215.89912 282.353392 0.807025 
215.949936 282.353392 0.806956 
216.000752 282.353392 0.806887 
216.051552 282.353392 0.806818 
216.102368 282.353392 0.806749 
216.153184 282.353392 0.80668 
216.204 282.353392 0.806611 
216.2548 282.353392 0.806542 
216.305616 282.353392 0.806473 
216.356432 282.353392 0.806404 
216.407248 282.353392 0.806335 
216.458048 282.353392 0.806266 
216.508864 282.353392 0.806197 
216.55968 282.353392 0.806128 
216.610496 282.353392 0.806059 
216.661296 282.353392 0.80599 
216.712112 282.353392 0.805921 
216.762928 282.353392 0.805852 
216.813728 282.353392 0.805783 
216.864544 282.353392 0.805714 
216.91536 282.353392 0.805645 
216.966176 282.353392 0.805576 
217.016976 282.353392 0.805507 
217.067792 282.353392 0.805438 
217.118608 282.353392 0.805369 
217.169424 282.353392 0.8053 
217.220224 282.353392 0.805231 
217.27104 282.353392 0.805162 
217.321856 282.353392 0.805093 
217.372672 282.353392 0.805024 
217.423472 282.353392 0.804955 
217.474288 282.353392 0.804886 
217.525104 282.353392 0.804817 
217.57592 282.353392 0.804748 
217.62672 282.353392 0.804679 
217.677536 282.353392 0.80461 
217.728352 282.353392 0.804541 
217.779152 282.353392 0.804472 
217.829968 282.353392 0.804403 
217.880784 282.353392 0.804334 
217.9316 282.353392 0.804265 
217.9824 282.353392 0.804196 
218.033216 282.353392 0.804127 
218.084032 282.353392 0.804058 
218.134848 282.353392 0.803989 
218.185648 282.353392 0.80392 
218.236464 282.353392 0.803851 
