87.293594,-67.854515,0.195670,0.530771,-0.064760,-0.047010,-3.018033,-1.063818,-4.015392,281.754996,0.650028,
52.681419,-7.032761,2.636291,0.338218,-0.441080,0.842947,-0.141393,-0.121727,5.146622,281.754996,0.634596,
28.444017,29.602755,-157.186890,0.371672,0.403056,-1.316945,1.536639,3.094416,-1.024454,281.754996,0.657143,
71.075485,-12.597630,147.010590,0.761295,-0.506549,-0.279471,0.689447,0.152590,3.641551,281.754996,0.649270,
-305.289276,-94.667389,-381.912689,-0.086036,-0.726835,-0.657640,0.897120,-0.261121,2.473483,281.754996,0.635630,
-7.799619,-16.782753,-12.492510,-0.166128,-0.636359,-0.426185,-4.796552,-0.065478,-2.161173,281.754996,0.669767,
-43.586807,-137.561890,453.669159,-0.571939,-0.605381,1.375605,-1.492869,1.303494,-2.503457,281.754996,0.641801,
285.442535,-1.982348,-221.094284,0.364061,0.539208,0.132377,4.207053,-0.365295,-3.624816,281.754996,0.642953,
-14.345835,-43.684986,125.687805,-0.485778,0.054724,1.036345,-2.537537,-2.274080,-0.367693,281.754996,0.638384,
87.557877,-14.825705,425.725494,1.482784,-0.362431,0.771462,-0.490756,-0.096859,8.206533,281.754996,0.653929,
288.497894,-63.153248,-2.640213,0.668187,-0.579941,1.098469,-0.189843,0.004156,-5.687624,281.754996,0.650521,
210.765274,-3.536612,111.031807,-0.212524,-0.477068,0.777878,-1.390207,3.095215,-0.241399,281.754996,0.672715,
181.241714,129.778473,-20.294920,0.792238,-0.213095,-0.740897,-0.407948,0.394014,2.064912,281.754996,0.653708,
380.630432,246.131653,-53.604488,0.132417,0.671538,-0.668893,4.105847,0.038796,-5.524858,281.754996,0.686685,
10.636442,-115.680313,195.158096,0.094132,-0.743566,0.305364,-0.104126,1.836482,-0.450833,281.754996,0.710158,
-200.460815,-90.737373,110.017136,-0.114253,-0.363190,1.302180,-2.142207,1.012879,-0.798195,281.754996,0.679157,
-28.995623,-28.601255,520.169556,-0.152392,0.092294,-0.103041,-1.500329,1.510255,3.504538,281.754996,0.654101,
18.561710,166.742340,15.954920,0.949171,0.265122,-1.158153,2.119812,-1.569497,3.877972,281.754996,0.630089,
